[2024/8/22 1:0:1] 物品:金创药(小量)	怪物:23698DD0僵尸4	地图:H201	X:176	Y:89 
[2024/8/22 1:15:29] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效太阳水	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效金创药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效金创药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效魔法药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效魔法药	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:凝霜	怪物:28AA98A0尸王8	地图:H201	X:75	Y:69 
[2024/8/22 1:15:29] 物品:强效金创药	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:29] 物品:强效金创药	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:29] 物品:强效魔法药	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:29] 物品:强效魔法药	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:29] 物品:火龙凭证	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:29] 物品:雷霆腰带	怪物:29092BE0魔龙教主	地图:66	X:107	Y:135 
[2024/8/22 1:15:32] 物品:刺杀剑术	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:32] 物品:集体隐身术	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:32] 物品:隐身术	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:32] 物品:攻杀剑术	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:32] 物品:雷电术	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:32] 物品:地狱火	怪物:140CE280恶灵尸王	地图:H201	X:77	Y:69 
[2024/8/22 1:15:33] 物品:金创药(小量)	怪物:12583420僵尸4	地图:H201	X:75	Y:66 
[2024/8/22 1:15:35] 物品:幽灵盾	怪物:24BE42A0恶灵尸王	地图:H201	X:76	Y:70 
[2024/8/22 1:15:35] 物品:集体隐身术	怪物:24BE42A0恶灵尸王	地图:H201	X:76	Y:70 
[2024/8/22 1:15:35] 物品:隐身术	怪物:24BE42A0恶灵尸王	地图:H201	X:76	Y:70 
[2024/8/22 1:15:35] 物品:大火球	怪物:24BE42A0恶灵尸王	地图:H201	X:76	Y:70 
[2024/8/22 1:15:38] 物品:金创药(小量)	怪物:29017290僵尸4	地图:H201	X:79	Y:70 
[2024/8/22 1:15:39] 物品:魔法药(小量)	怪物:22EDE8F0僵尸5	地图:H201	X:74	Y:70 
[2024/8/22 1:15:39] 物品:太阳水	怪物:22EDE8F0僵尸5	地图:H201	X:74	Y:70 
[2024/8/22 1:15:40] 物品:隐身术	怪物:2C4F70C0恶灵尸王	地图:H201	X:75	Y:70 
[2024/8/22 1:15:40] 物品:攻杀剑术	怪物:2C4F70C0恶灵尸王	地图:H201	X:75	Y:70 
[2024/8/22 1:15:40] 物品:雷电术	怪物:2C4F70C0恶灵尸王	地图:H201	X:75	Y:70 
[2024/8/22 1:15:42] 物品:金创药(小量)	怪物:141BECF0僵尸5	地图:H201	X:75	Y:68 
[2024/8/22 1:15:42] 物品:金创药(小量)	怪物:1D44E6B0僵尸4	地图:H201	X:74	Y:70 
[2024/8/22 1:15:44] 物品:魔法药(小量)	怪物:24FC5270僵尸4	地图:H201	X:79	Y:69 
[2024/8/22 1:15:45] 物品:强效金创药	怪物:28C59F50魔龙破甲兵	地图:66	X:108	Y:137 
[2024/8/22 1:15:45] 物品:太阳水	怪物:17590010恶灵尸王	地图:H201	X:80	Y:70 
[2024/8/22 1:15:45] 物品:集体隐身术	怪物:17590010恶灵尸王	地图:H201	X:80	Y:70 
[2024/8/22 1:15:45] 物品:施毒术	怪物:17590010恶灵尸王	地图:H201	X:80	Y:70 
[2024/8/22 1:15:45] 物品:雷电术	怪物:17590010恶灵尸王	地图:H201	X:80	Y:70 
[2024/8/22 1:15:47] 物品:魔法药(中量)	怪物:13EA9230僵尸10	地图:H201	X:80	Y:68 
[2024/8/22 1:15:49] 物品:强效太阳水	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效太阳水	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效太阳水	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效太阳水	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效太阳水	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效金创药	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效金创药	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效魔法药	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:强效魔法药	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:珊瑚戒指	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:蛇眼戒指	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:道德戒指	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:黑檀手镯	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:49] 物品:魔力手镯	怪物:2C0710C0尸王8	地图:H201	X:73	Y:72 
[2024/8/22 1:15:50] 物品:金创药(小量)	怪物:259A2E70僵尸4	地图:H201	X:77	Y:66 
[2024/8/22 1:15:55] 物品:强效金创药	怪物:2933E000魔龙射手	地图:66	X:110	Y:140 
[2024/8/22 1:15:55] 物品:强效太阳水	怪物:2933E000魔龙射手	地图:66	X:110	Y:140 
[2024/8/22 1:16:2] 物品:金创药(小量)	怪物:1BB09460僵尸4	地图:H201	X:75	Y:71 
[2024/8/22 1:16:22] 物品:集体隐身术	怪物:267E38C0僵尸1	地图:H201	X:77	Y:84 
[2024/8/22 1:16:31] 物品:强效金创药	怪物:2ADD8B80魔龙射手	地图:66	X:105	Y:144 
[2024/8/22 1:16:31] 物品:强效金创药	怪物:2ADD8B80魔龙射手	地图:66	X:105	Y:144 
[2024/8/22 1:16:31] 物品:强效魔法药	怪物:2ADD8B80魔龙射手	地图:66	X:105	Y:144 
[2024/8/22 1:16:35] 物品:施毒术	怪物:2B198340恶灵尸王	地图:H201	X:82	Y:85 
[2024/8/22 1:16:35] 物品:瞬息移动	怪物:2B198340恶灵尸王	地图:H201	X:82	Y:85 
[2024/8/22 1:16:44] 物品:金创药(小量)	怪物:28E69AB0僵尸4	地图:H201	X:86	Y:86 
[2024/8/22 1:16:51] 物品:召唤骷髅	怪物:2B3E1240僵尸1	地图:H201	X:87	Y:84 
[2024/8/22 1:16:52] 物品:爆裂火焰	怪物:15802EA0恶灵尸王	地图:H201	X:86	Y:84 
[2024/8/22 1:16:52] 物品:攻杀剑术	怪物:15802EA0恶灵尸王	地图:H201	X:86	Y:84 
[2024/8/22 1:16:52] 物品:诱惑之光	怪物:15802EA0恶灵尸王	地图:H201	X:86	Y:84 
[2024/8/22 1:16:53] 物品:强效金创药	怪物:165B82E0魔龙刀兵	地图:66	X:97	Y:141 
[2024/8/22 1:16:59] 物品:强效金创药	怪物:1392C410魔龙射手	地图:66	X:98	Y:140 
[2024/8/22 1:17:0] 物品:强效太阳水	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效太阳水	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效太阳水	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效太阳水	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效太阳水	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效金创药	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效金创药	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效魔法药	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:强效魔法药	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:黑色水晶戒指	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:生铁戒指	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:0] 物品:魔力手镯	怪物:2CAC4000尸王8	地图:H201	X:85	Y:89 
[2024/8/22 1:17:4] 物品:金创药(小量)	怪物:24D63D60僵尸4	地图:H201	X:90	Y:81 
[2024/8/22 1:17:4] 物品:精神力药水	怪物:24D63D60僵尸4	地图:H201	X:90	Y:81 
[2024/8/22 1:17:6] 物品:魔法药(小量)	怪物:2BAB60E0僵尸5	地图:H201	X:91	Y:81 
[2024/8/22 1:17:13] 物品:雷电术	怪物:1D0786B0僵尸4	地图:H201	X:87	Y:79 
[2024/8/22 1:17:15] 物品:强效太阳水	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效太阳水	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效太阳水	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效太阳水	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效太阳水	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效金创药	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效金创药	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效魔法药	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:强效魔法药	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:蛇眼戒指	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:15] 物品:蓝翡翠项链	怪物:2CD4BE70尸王8	地图:H201	X:85	Y:91 
[2024/8/22 1:17:18] 物品:强效太阳水	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效太阳水	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效太阳水	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效太阳水	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效太阳水	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效金创药	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效金创药	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效魔法药	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:强效魔法药	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:骷髅戒指	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:蓝翡翠项链	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:黑檀手镯	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:18] 物品:野蛮冲撞	怪物:2BEBA570尸王8	地图:H201	X:88	Y:80 
[2024/8/22 1:17:27] 物品:金创药(小量)	怪物:24C21E40僵尸5	地图:H201	X:92	Y:83 
[2024/8/22 1:17:28] 物品:魔法药(小量)	怪物:2BAB60E0僵尸5	地图:H201	X:91	Y:81 
[2024/8/22 1:17:32] 物品:金创药(小量)	怪物:268F6470僵尸4	地图:H201	X:87	Y:88 
[2024/8/22 1:17:37] 物品:金创药(小量)	怪物:27CA3720僵尸5	地图:H201	X:89	Y:79 
[2024/8/22 1:17:38] 物品:强效金创药	怪物:2400D540魔龙破甲兵	地图:66	X:90	Y:146 
[2024/8/22 1:17:38] 物品:道士头盔	怪物:2400D540魔龙破甲兵	地图:66	X:90	Y:146 
[2024/8/22 1:17:38] 物品:魔法长袍(女)	怪物:2400D540魔龙破甲兵	地图:66	X:90	Y:146 
[2024/8/22 1:17:42] 物品:强效太阳水	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效太阳水	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效太阳水	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效太阳水	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效太阳水	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效金创药	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效金创药	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效魔法药	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:强效魔法药	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:黑色水晶戒指	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:珍珠戒指	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:凝霜	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:42] 物品:黑檀手镯	怪物:24F84430尸王8	地图:H201	X:92	Y:89 
[2024/8/22 1:17:47] 物品:太阳水	怪物:2B3FD010魔龙射手	地图:66	X:85	Y:148 
[2024/8/22 1:17:47] 物品:强效魔法药	怪物:2B3FD010魔龙射手	地图:66	X:85	Y:148 
[2024/8/22 1:17:47] 物品:金手镯	怪物:2B3FD010魔龙射手	地图:66	X:85	Y:148 
[2024/8/22 1:17:51] 物品:金创药(小量)	怪物:2C42B380僵尸5	地图:H201	X:94	Y:89 
[2024/8/22 1:17:55] 物品:金创药(小量)	怪物:2BE9B910僵尸4	地图:H201	X:95	Y:85 
[2024/8/22 1:17:56] 物品:强效金创药	怪物:24758D00魔龙刀兵	地图:66	X:85	Y:149 
[2024/8/22 1:18:11] 物品:强效太阳水	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效太阳水	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效太阳水	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效太阳水	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效太阳水	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效金创药	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效金创药	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效魔法药	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:强效魔法药	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:凝霜	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:蓝翡翠项链	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:11] 物品:圣言术	怪物:13B4F650尸王8	地图:H201	X:99	Y:82 
[2024/8/22 1:18:13] 物品:大火球	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:灵魂火符	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:雷电术	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:抗拒火环	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:精神力战法	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:火球术	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:治愈术	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:基本剑术	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:海魂	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:坚固手套	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:魔力手镯	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:灯笼项链	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:铁剑	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:短剑	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:轻型盔甲(男)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:轻型盔甲(女)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:青铜斧	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:黑檀项链	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:黄色水晶项链	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:黑色水晶项链	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:青铜头盔	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:13] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:103	Y:80 
[2024/8/22 1:18:16] 物品:精神力药水	怪物:2B5D3510僵尸4	地图:H201	X:102	Y:78 
[2024/8/22 1:18:18] 物品:金创药(小量)	怪物:24B083C0僵尸5	地图:H201	X:104	Y:76 
[2024/8/22 1:18:22] 物品:幽灵盾	怪物:245FF250恶灵尸王	地图:H201	X:102	Y:81 
[2024/8/22 1:18:22] 物品:攻杀剑术	怪物:245FF250恶灵尸王	地图:H201	X:102	Y:81 
[2024/8/22 1:18:22] 物品:地狱火	怪物:245FF250恶灵尸王	地图:H201	X:102	Y:81 
[2024/8/22 1:18:22] 物品:召唤骷髅	怪物:245FF250恶灵尸王	地图:H201	X:102	Y:81 
[2024/8/22 1:18:23] 物品:灵魂战衣(男)	怪物:1394D890钳虫8	地图:H004	X:66	Y:173 
[2024/8/22 1:18:24] 物品:道士手镯	怪物:25092950魔龙破甲兵2	地图:66	X:89	Y:148 
[2024/8/22 1:18:29] 物品:精神力战法	怪物:23D135D0僵尸10	地图:H201	X:102	Y:76 
[2024/8/22 1:18:29] 物品:短剑	怪物:23D135D0僵尸10	地图:H201	X:102	Y:76 
[2024/8/22 1:18:30] 物品:施毒术	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:灵魂火符	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:抗拒火环	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:精神力战法	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:火球术	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:治愈术	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:基本剑术	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:八荒	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:海魂	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:凌风	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:魔力手镯	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:铁剑	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:短剑	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:轻型盔甲(男)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:轻型盔甲(女)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:中型盔甲(男)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:青铜斧	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:黑檀项链	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:黄色水晶项链	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:黑色水晶项链	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:青铜头盔	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:金创药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:魔法药(小量)	怪物:12A78EF0僵尸50	地图:H201	X:100	Y:76 
[2024/8/22 1:18:30] 物品:强效金创药	怪物:2ABDBBE0魔龙射手	地图:66	X:92	Y:149 
[2024/8/22 1:18:30] 物品:太阳水	怪物:2ABDBBE0魔龙射手	地图:66	X:92	Y:149 
[2024/8/22 1:18:30] 物品:龙纹剑	怪物:2ABDBBE0魔龙射手	地图:66	X:92	Y:149 
[2024/8/22 1:18:30] 物品:黑檀手镯	怪物:2ABDBBE0魔龙射手	地图:66	X:92	Y:149 
[2024/8/22 1:18:30] 物品:太阳水	怪物:18176420僵尸5	地图:H201	X:102	Y:74 
[2024/8/22 1:18:37] 物品:金创药(小量)	怪物:169A4760僵尸5	地图:H201	X:99	Y:73 
[2024/8/22 1:18:41] 物品:金创药(小量)	怪物:1527B410僵尸4	地图:H201	X:104	Y:76 
[2024/8/22 1:18:48] 物品:金创药(小量)	怪物:142CA1D0僵尸5	地图:H201	X:100	Y:72 
[2024/8/22 1:18:53] 物品:金创药(小量)	怪物:2339ADA0僵尸5	地图:H201	X:102	Y:72 
[2024/8/22 1:18:55] 物品:金创药(小量)	怪物:127E2820僵尸4	地图:H201	X:102	Y:73 
[2024/8/22 1:18:57] 物品:魔法药(小量)	怪物:1527B410僵尸4	地图:H201	X:104	Y:76 
[2024/8/22 1:18:58] 物品:金创药(小量)	怪物:251076D0僵尸4	地图:H201	X:107	Y:86 
[2024/8/22 1:19:2] 物品:基本剑术	怪物:18176420僵尸5	地图:H201	X:102	Y:74 
[2024/8/22 1:19:4] 物品:强效太阳水	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效太阳水	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效太阳水	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效太阳水	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效太阳水	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效金创药	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效金创药	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效魔法药	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:强效魔法药	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:骷髅戒指	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:黑色水晶戒指	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:珍珠戒指	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:4] 物品:魔力手镯	怪物:23827890尸王8	地图:H201	X:105	Y:84 
[2024/8/22 1:19:14] 物品:金创药(小量)	怪物:127E2820僵尸4	地图:H201	X:102	Y:72 
[2024/8/22 1:19:15] 物品:神圣战甲术	怪物:140AC580僵尸1	地图:H201	X:107	Y:74 
[2024/8/22 1:19:15] 物品:灵魂火符	怪物:140AC580僵尸1	地图:H201	X:107	Y:74 
[2024/8/22 1:19:15] 物品:精神力战法	怪物:140AC580僵尸1	地图:H201	X:107	Y:74 
[2024/8/22 1:19:18] 物品:金创药(小量)	怪物:23D2F190僵尸4	地图:H201	X:103	Y:82 
