[2024/8/19 6:0:1] 物品:魔法药(小量)	怪物:190D3B70僵尸4	地图:H201	X:180	Y:58 
[2024/8/19 6:14:14] 物品:蓝翡翠项链	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:放大镜	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:竹笛	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:小手镯	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:魔法手镯	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:黑檀手镯	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:道士手镯	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:死神手套	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:金手镯	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:黑色水晶戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:蛇眼戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:珍珠戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:金戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:骷髅戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:魅力戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:道德戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:降妖除魔戒指	怪物:0D6E19A0牛魔王8	地图:H204	X:25	Y:27 
[2024/8/19 6:14:14] 物品:强效太阳水	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效太阳水	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效太阳水	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效太阳水	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效太阳水	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效金创药	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效金创药	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效魔法药	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:强效魔法药	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:生铁戒指	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:14] 物品:凝霜	怪物:1C455B20尸王8	地图:H201	X:35	Y:75 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:太阳水	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:金创药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:金创药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:金创药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:魔法药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:魔法药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:魔法药(中量)	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效金创药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:强效魔法药	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:17] 物品:珍珠戒指	怪物:2EC89430白野猪8	地图:H204	X:27	Y:26 
[2024/8/19 6:14:19] 物品:死神手套	怪物:2A498CE0魔龙射手	地图:66	X:222	Y:197 
[2024/8/19 6:14:20] 物品:强效太阳水	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:太阳水	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:太阳水	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效金创药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效金创药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效金创药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效金创药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效魔法药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效魔法药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:强效魔法药	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:20] 物品:银蛇	怪物:308CB5D0千年树妖	地图:4	X:123	Y:404 
[2024/8/19 6:14:21] 物品:魔法药(中量)	怪物:0DB695E0祖玛雕像8	地图:H204	X:27	Y:27 
[2024/8/19 6:14:24] 物品:强效太阳水	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效太阳水	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效太阳水	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效太阳水	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效太阳水	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效金创药	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效金创药	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效魔法药	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:强效魔法药	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:魅力戒指	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:黑檀手镯	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:魔力手镯	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:魔法盾	怪物:18B36940尸王8	地图:H201	X:89	Y:120 
[2024/8/19 6:14:24] 物品:金创药(小量)	怪物:1ED764A0僵尸5	地图:H201	X:33	Y:71 
[2024/8/19 6:14:25] 物品:强效魔法药	怪物:2E79FCA0魔龙刀兵	地图:66	X:226	Y:197 
[2024/8/19 6:14:28] 物品:强效金创药	怪物:28839E90祖玛卫士8	地图:H204	X:22	Y:19 
[2024/8/19 6:14:28] 物品:偃月	怪物:28839E90祖玛卫士8	地图:H204	X:22	Y:19 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:太阳水	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:金创药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:金创药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:金创药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:魔法药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:魔法药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:魔法药(中量)	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效金创药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:32] 物品:强效魔法药	怪物:2B1CD1A0虹魔猪卫8	地图:H204	X:57	Y:88 
[2024/8/19 6:14:33] 物品:强效金创药	怪物:28E9EB90魔龙射手	地图:66	X:227	Y:193 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:太阳水	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:金创药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:魔法药(中量)	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效金创药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:强效魔法药	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:躲避手链	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:38] 物品:骷髅戒指	怪物:2DC6DF00白野猪8	地图:H204	X:58	Y:88 
[2024/8/19 6:14:42] 物品:魔法手镯	怪物:18DFB0F0祖玛卫士8	地图:H204	X:20	Y:40 
[2024/8/19 6:14:42] 物品:魅力戒指	怪物:18DFB0F0祖玛卫士8	地图:H204	X:20	Y:40 
[2024/8/19 6:14:44] 物品:金创药(中量)	怪物:1C4A1DF0祖玛弓箭手8	地图:H204	X:55	Y:90 
[2024/8/19 6:14:46] 物品:召唤骷髅	怪物:1C182FB0恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:太阳水	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:金创药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:金创药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:金创药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:魔法药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:魔法药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:魔法药(中量)	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效金创药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
[2024/8/19 6:14:49] 物品:强效魔法药	怪物:31E82080虹魔猪卫8	地图:H204	X:10	Y:49 
