[2024/8/18 4:0:0] 物品:破魂	怪物:297F8BA0牛魔将军8	地图:H010	X:213	Y:133 
[2024/8/18 4:19:6] 物品:强效太阳水	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效太阳水	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效太阳水	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效太阳水	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效金创药	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效金创药	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效魔法药	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:强效魔法药	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:凝霜	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:道德戒指	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:6] 物品:黑檀手镯	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
[2024/8/18 4:19:7] 物品:金创药(小量)	怪物:2B31BA50僵尸5	地图:H201	X:94	Y:108 
[2024/8/18 4:19:12] 物品:金戒指	怪物:1DD94450黑野猪8	地图:H002	X:116	Y:101 
[2024/8/18 4:19:13] 物品:地狱火	怪物:2259FA90僵尸1	地图:H201	X:168	Y:134 
[2024/8/18 4:19:15] 物品:金创药(小量)	怪物:23715040僵尸5	地图:H201	X:94	Y:109 
[2024/8/18 4:19:18] 物品:金创药(小量)	怪物:2DD16710僵尸5	地图:H201	X:170	Y:134 
[2024/8/18 4:19:18] 物品:强效太阳水	怪物:2F333A10牛魔祭司8	地图:H010	X:227	Y:299 
[2024/8/18 4:19:18] 物品:强效魔法药	怪物:2F333A10牛魔祭司8	地图:H010	X:227	Y:299 
[2024/8/18 4:19:18] 物品:强效魔法药	怪物:2F333A10牛魔祭司8	地图:H010	X:227	Y:299 
[2024/8/18 4:19:18] 物品:金创药(小量)	怪物:2A876190僵尸4	地图:H201	X:94	Y:108 
[2024/8/18 4:19:23] 物品:金创药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:金创药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:金创药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:金创药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:魔法药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:魔法药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:魔法药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:魔法药(小量)	怪物:27F98BA0骷髅0	地图:D002	X:296	Y:103 
[2024/8/18 4:19:23] 物品:紫宝石矿	怪物:2F38DAC0骷髅精灵8	地图:H001	X:19	Y:74 
[2024/8/18 4:19:26] 物品:强效太阳水	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效太阳水	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效太阳水	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效太阳水	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效太阳水	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效金创药	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效金创药	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效魔法药	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:强效魔法药	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:骷髅戒指	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:26] 物品:魅力戒指	怪物:15D06A30尸王8	地图:H201	X:169	Y:135 
[2024/8/18 4:19:30] 物品:强效太阳水	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:30] 物品:太阳水	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:30] 物品:太阳水	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:30] 物品:太阳水	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:30] 物品:魔杖	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:30] 物品:铂金戒指	怪物:2A0FCC40牛魔将军0	地图:H010	X:229	Y:302 
[2024/8/18 4:19:33] 物品:蓝翡翠项链	怪物:2F2EA730牛魔侍卫8	地图:H010	X:230	Y:301 
[2024/8/18 4:19:33] 物品:道德戒指	怪物:2F2EA730牛魔侍卫8	地图:H010	X:230	Y:301 
[2024/8/18 4:19:34] 物品:太阳水	怪物:2898B150黑野猪8	地图:H002	X:247	Y:118 
[2024/8/18 4:19:36] 物品:金创药(小量)	怪物:285D44D0僵尸5	地图:H201	X:169	Y:140 
[2024/8/18 4:19:38] 物品:强效太阳水	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效太阳水	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效太阳水	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效太阳水	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效太阳水	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效金创药	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效金创药	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效魔法药	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:强效魔法药	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:38] 物品:骷髅戒指	怪物:18C2D890尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:19:41] 物品:金手镯	怪物:2A3F89F0牛魔侍卫8	地图:H010	X:230	Y:301 
[2024/8/18 4:19:43] 物品:瞬息移动	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:诱惑之光	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:抗拒火环	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:精神力战法	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:火球术	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:治愈术	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:基本剑术	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:八荒	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:海魂	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:凌风	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:蓝色水晶戒指	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:凤凰明珠	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:魔力手镯	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:铁剑	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:短剑	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:轻型盔甲(男)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:轻型盔甲(女)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:中型盔甲(女)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:青铜斧	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:黑檀项链	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:黄色水晶项链	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:黑色水晶项链	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:青铜头盔	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:金创药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:金创药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:金创药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:金创药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:魔法药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:魔法药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:魔法药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:43] 物品:魔法药(小量)	怪物:1DF68BA0僵尸50	地图:H201	X:100	Y:104 
[2024/8/18 4:19:53] 物品:攻击力药水	怪物:2B86BB70僵尸5	地图:H201	X:98	Y:103 
[2024/8/18 4:19:54] 物品:强效太阳水	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:强效太阳水	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:太阳水	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:太阳水	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:太阳水	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:小手镯	怪物:29E520B0牛魔祭司0	地图:H010	X:232	Y:294 
[2024/8/18 4:19:54] 物品:强效太阳水	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:54] 物品:强效太阳水	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:54] 物品:强效太阳水	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:54] 物品:太阳水	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:54] 物品:思贝儿手镯	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:54] 物品:斩马刀	怪物:2A29CE30牛魔祭司0	地图:H010	X:233	Y:295 
[2024/8/18 4:19:55] 物品:强效太阳水	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效太阳水	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效太阳水	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效太阳水	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效太阳水	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效金创药	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效金创药	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效魔法药	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:强效魔法药	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:死神手套	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:黑檀手镯	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:55] 物品:魔力手镯	怪物:195DD540尸王8	地图:H201	X:176	Y:142 
[2024/8/18 4:19:56] 物品:强效太阳水	怪物:297670B0牛魔将军8	地图:H010	X:234	Y:297 
[2024/8/18 4:19:56] 物品:太阳水	怪物:297670B0牛魔将军8	地图:H010	X:234	Y:297 
[2024/8/18 4:19:56] 物品:强效金创药	怪物:297670B0牛魔将军8	地图:H010	X:234	Y:297 
[2024/8/18 4:19:56] 物品:蛇眼戒指	怪物:297670B0牛魔将军8	地图:H010	X:234	Y:297 
[2024/8/18 4:19:58] 物品:道士手镯	怪物:29B72480牛魔法师8	地图:H010	X:233	Y:294 
[2024/8/18 4:19:58] 物品:生铁戒指	怪物:29B72480牛魔法师8	地图:H010	X:233	Y:294 
[2024/8/18 4:19:58] 物品:狂风戒指	怪物:29B72480牛魔法师8	地图:H010	X:233	Y:294 
[2024/8/18 4:20:2] 物品:攻击力药水	怪物:1DF24DF0掷斧骷髅	地图:D002	X:306	Y:133 
[2024/8/18 4:20:2] 物品:金创药(小量)	怪物:2A25A270僵尸5	地图:H201	X:104	Y:105 
[2024/8/18 4:20:5] 物品:金创药(小量)	怪物:06278050僵尸5	地图:H201	X:175	Y:143 
[2024/8/18 4:20:5] 物品:魔法药(小量)	怪物:06278050僵尸5	地图:H201	X:175	Y:143 
[2024/8/18 4:20:13] 物品:魔法长袍(女)	怪物:2F28BFB0牛魔侍卫8	地图:H010	X:240	Y:299 
[2024/8/18 4:20:13] 物品:强效太阳水	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效太阳水	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效太阳水	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效太阳水	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效太阳水	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效金创药	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效金创药	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效魔法药	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:强效魔法药	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:生铁戒指	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:道德戒指	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:蓝翡翠项链	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:黑檀手镯	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:13] 物品:魔力手镯	怪物:2DFA6FD0尸王8	地图:H201	X:180	Y:146 
[2024/8/18 4:20:17] 物品:金创药(小量)	怪物:27933050僵尸5	地图:H201	X:179	Y:147 
[2024/8/18 4:20:17] 物品:治愈术	怪物:2B805490僵尸1	地图:H201	X:101	Y:96 
[2024/8/18 4:20:20] 物品:火球术	怪物:2F322FD0僵尸4	地图:H201	X:181	Y:148 
[2024/8/18 4:20:22] 物品:强效太阳水	怪物:1E03D830牛魔祭司0	地图:H010	X:244	Y:303 
[2024/8/18 4:20:22] 物品:强效太阳水	怪物:1E03D830牛魔祭司0	地图:H010	X:244	Y:303 
[2024/8/18 4:20:22] 物品:太阳水	怪物:1E03D830牛魔祭司0	地图:H010	X:244	Y:303 
[2024/8/18 4:20:22] 物品:蓝翡翠项链	怪物:1E03D830牛魔祭司0	地图:H010	X:244	Y:303 
[2024/8/18 4:20:22] 物品:召唤骷髅	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:地狱火	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:抗拒火环	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:精神力战法	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:火球术	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:治愈术	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:基本剑术	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:八荒	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:魔力手镯	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:金创药(小量)	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:22] 物品:魔法药(小量)	怪物:29670720僵尸40	地图:H201	X:181	Y:147 
[2024/8/18 4:20:24] 物品:瞬息移动	怪物:2F1C7FA0僵尸1	地图:H201	X:181	Y:148 
[2024/8/18 4:20:28] 物品:道士手镯	怪物:0D7FA9A0牛魔侍卫8	地图:H010	X:245	Y:306 
[2024/8/18 4:20:31] 物品:强效太阳水	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:强效太阳水	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:太阳水	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:太阳水	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:太阳水	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:死神手套	怪物:29FEDBD0牛魔将军0	地图:H010	X:244	Y:306 
[2024/8/18 4:20:31] 物品:火墙	怪物:057F3410恶灵尸王	地图:H201	X:100	Y:95 
[2024/8/18 4:20:31] 物品:集体隐身术	怪物:057F3410恶灵尸王	地图:H201	X:100	Y:95 
[2024/8/18 4:20:31] 物品:施毒术	怪物:057F3410恶灵尸王	地图:H201	X:100	Y:95 
[2024/8/18 4:20:31] 物品:诱惑之光	怪物:057F3410恶灵尸王	地图:H201	X:100	Y:95 
[2024/8/18 4:20:32] 物品:强效太阳水	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效太阳水	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效太阳水	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效太阳水	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效太阳水	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效金创药	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效金创药	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效魔法药	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:强效魔法药	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:珍珠戒指	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:蓝翡翠项链	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:黑檀手镯	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:魔力手镯	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:32] 物品:困魔咒	怪物:3019F280尸王8	地图:H201	X:180	Y:148 
[2024/8/18 4:20:33] 物品:道士手镯	怪物:22585500牛魔侍卫8	地图:H010	X:246	Y:306 
[2024/8/18 4:20:34] 物品:强效太阳水	怪物:2B29EAB0牛魔祭司8	地图:H010	X:243	Y:306 
[2024/8/18 4:20:34] 物品:强效太阳水	怪物:2B29EAB0牛魔祭司8	地图:H010	X:243	Y:306 
[2024/8/18 4:20:34] 物品:强效太阳水	怪物:2B29EAB0牛魔祭司8	地图:H010	X:243	Y:306 
[2024/8/18 4:20:34] 物品:大火球	怪物:06278050僵尸5	地图:H201	X:179	Y:147 
[2024/8/18 4:20:34] 物品:基本剑术	怪物:06278050僵尸5	地图:H201	X:179	Y:147 
[2024/8/18 4:20:35] 物品:魔法药(中量)	怪物:2752EF00骷髅战将	地图:D002	X:288	Y:152 
[2024/8/18 4:20:35] 物品:金手镯	怪物:2286D390牛魔法师8	地图:H010	X:245	Y:304 
[2024/8/18 4:20:35] 物品:生铁戒指	怪物:2286D390牛魔法师8	地图:H010	X:245	Y:304 
[2024/8/18 4:20:36] 物品:金创药(小量)	怪物:29B31B00僵尸5	地图:H201	X:99	Y:95 
[2024/8/18 4:20:42] 物品:太阳水	怪物:30B0D1A0黑野猪8	地图:H002	X:338	Y:158 
[2024/8/18 4:20:44] 物品:诱惑之光	怪物:27C50D40僵尸1	地图:H201	X:182	Y:151 
[2024/8/18 4:20:45] 物品:强效太阳水	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:强效太阳水	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:强效太阳水	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:太阳水	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:太阳水	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:放大镜	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:45] 物品:小手镯	怪物:1BD56BD0牛魔祭司0	地图:H010	X:250	Y:310 
[2024/8/18 4:20:46] 物品:强效太阳水	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效太阳水	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效太阳水	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效太阳水	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效太阳水	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效金创药	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效金创药	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效魔法药	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:强效魔法药	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:骷髅戒指	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:珍珠戒指	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:凝霜	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:黑檀手镯	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:魔力手镯	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:困魔咒	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:46] 物品:圣言术	怪物:2C884370尸王8	地图:H201	X:181	Y:151 
[2024/8/18 4:20:47] 物品:金创药(小量)	怪物:27933050僵尸5	地图:H201	X:181	Y:149 
[2024/8/18 4:20:54] 物品:强效太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:强效太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:太阳水	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:泰坦戒指	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:夏普儿手镯	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:黑檀手镯	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:死神手套	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:生铁戒指	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:54] 物品:降妖除魔戒指	怪物:29E78DF0牛魔祭司0	地图:H010	X:254	Y:315 
[2024/8/18 4:20:58] 物品:生铁戒指	怪物:1CD1A070牛魔法师8	地图:H010	X:254	Y:316 
[2024/8/18 4:20:59] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效金创药	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效金创药	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效魔法药	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
[2024/8/18 4:20:59] 物品:强效魔法药	怪物:17FF3B70尸王8	地图:H201	X:92	Y:93 
