[2024/8/19 20:0:0] 物品:金创药(小量)	怪物:28BC2210僵尸5	地图:H201	X:109	Y:137 
[2024/8/19 20:20:25] 物品:死神手套	怪物:1A5F38E0虹魔蝎卫8	地图:H204	X:67	Y:69 
[2024/8/19 20:20:26] 物品:金创药(小量)	怪物:1CB0BA50僵尸5	地图:H201	X:177	Y:116 
[2024/8/19 20:20:31] 物品:半月	怪物:05859C70祖玛卫士8	地图:H204	X:63	Y:64 
[2024/8/19 20:20:33] 物品:魔法药(小量)	怪物:250132E0僵尸5	地图:H201	X:178	Y:117 
[2024/8/19 20:20:33] 物品:太阳水	怪物:19F78050黑野猪8	地图:H002	X:249	Y:51 
[2024/8/19 20:20:35] 物品:强效太阳水	怪物:18BE7090祖玛卫士8	地图:H204	X:43	Y:42 
[2024/8/19 20:20:35] 物品:半月	怪物:18BE7090祖玛卫士8	地图:H204	X:43	Y:42 
[2024/8/19 20:20:35] 物品:魔鬼项链	怪物:18BE7090祖玛卫士8	地图:H204	X:43	Y:42 
[2024/8/19 20:20:36] 物品:金戒指	怪物:28F3E460祖玛雕像8	地图:H204	X:44	Y:42 
[2024/8/19 20:20:38] 物品:道士头盔	怪物:283DFFD0祖玛弓箭手8	地图:H204	X:59	Y:61 
[2024/8/19 20:20:38] 物品:太阳水	怪物:0D8C7D20黑野猪8	地图:H002	X:386	Y:183 
[2024/8/19 20:20:39] 物品:金创药(小量)	怪物:2ACB3130僵尸5	地图:H201	X:179	Y:126 
[2024/8/19 20:20:39] 物品:魔法药(小量)	怪物:2ACB3130僵尸5	地图:H201	X:179	Y:126 
[2024/8/19 20:20:39] 物品:强效太阳水	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效太阳水	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效太阳水	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效太阳水	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效太阳水	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效金创药	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效金创药	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效魔法药	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:强效魔法药	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:骷髅戒指	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:死神手套	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:魅力戒指	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:39] 物品:黑檀手镯	怪物:1A3EF750尸王8	地图:H201	X:99	Y:102 
[2024/8/19 20:20:42] 物品:幽灵盾	怪物:1A30E6B0僵尸5	地图:H201	X:178	Y:126 
[2024/8/19 20:20:44] 物品:金创药(小量)	怪物:30EADF50僵尸5	地图:H201	X:180	Y:126 
[2024/8/19 20:20:45] 物品:灵魂火符	怪物:2D7598B0恶灵尸王	地图:H201	X:97	Y:100 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:太阳水	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效金创药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:强效魔法药	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:修罗	怪物:2A749830虹魔蝎卫8	地图:H204	X:59	Y:60 
[2024/8/19 20:20:49] 物品:隐身术	怪物:188F2900恶灵尸王	地图:H201	X:98	Y:98 
[2024/8/19 20:20:49] 物品:施毒术	怪物:188F2900恶灵尸王	地图:H201	X:98	Y:98 
[2024/8/19 20:20:52] 物品:强效太阳水	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效太阳水	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效太阳水	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效太阳水	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效太阳水	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效金创药	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效金创药	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效魔法药	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:强效魔法药	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:52] 物品:黑色水晶戒指	怪物:19301A20尸王8	地图:H201	X:96	Y:98 
[2024/8/19 20:20:58] 物品:强效太阳水	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效太阳水	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效太阳水	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效太阳水	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效太阳水	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效金创药	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效金创药	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效魔法药	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:强效魔法药	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:凝霜	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:魅力戒指	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:黑檀手镯	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:20:58] 物品:召唤神兽	怪物:2B2CB0B0尸王8	地图:H201	X:178	Y:129 
[2024/8/19 20:21:3] 物品:强效太阳水	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效太阳水	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效太阳水	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效太阳水	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效太阳水	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效金创药	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效金创药	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效魔法药	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:强效魔法药	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:死神手套	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:3] 物品:蓝翡翠项链	怪物:223A81B0尸王8	地图:H201	X:179	Y:131 
[2024/8/19 20:21:5] 物品:强效太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:太阳水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:金创药(中量)	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:金创药(中量)	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效金创药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效金创药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效金创药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:魔法药(中量)	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:魔法药(中量)	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效魔法药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效魔法药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:强效魔法药	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:攻击神水	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:神圣战甲术	怪物:27A8EC10沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 20:21:5] 物品:放大镜	怪物:0D326D50祖玛卫士8	地图:H204	X:46	Y:55 
[2024/8/19 20:21:5] 物品:黑色水晶戒指	怪物:0D326D50祖玛卫士8	地图:H204	X:46	Y:55 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效金创药	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效金创药	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效魔法药	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效魔法药	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:凝霜	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:道德戒指	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:魅力戒指	怪物:30FF50B0尸王8	地图:H201	X:99	Y:95 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:太阳水	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:金创药(中量)	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:金创药(中量)	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效金创药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效金创药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效金创药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:魔法药(中量)	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:魔法药(中量)	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效魔法药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效魔法药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:强效魔法药	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:6] 物品:瞬息移动	怪物:2D07C800沃玛卫士8	地图:H204	X:47	Y:54 
[2024/8/19 20:21:14] 物品:强效太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:金创药(中量)	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:金创药(中量)	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效金创药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效金创药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效金创药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:魔法药(中量)	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:魔法药(中量)	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效魔法药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效魔法药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:强效魔法药	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:蓝翡翠项链	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:野蛮冲撞	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:爆裂火焰	怪物:06112940沃玛卫士8	地图:H204	X:47	Y:56 
[2024/8/19 20:21:14] 物品:太阳水	怪物:237EEB70僵尸5	地图:H201	X:173	Y:139 
[2024/8/19 20:21:15] 物品:金创药(小量)	怪物:050C4720僵尸5	地图:H201	X:99	Y:89 
[2024/8/19 20:21:16] 物品:强效金创药	怪物:1925E300祖玛雕像8	地图:H204	X:45	Y:56 
[2024/8/19 20:21:17] 物品:金创药(小量)	怪物:28E841C0僵尸5	地图:H201	X:172	Y:139 
[2024/8/19 20:21:20] 物品:强效太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:太阳水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:金创药(中量)	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:金创药(中量)	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效金创药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效金创药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效金创药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:魔法药(中量)	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:魔法药(中量)	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效魔法药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效魔法药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:强效魔法药	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:攻击神水	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:黑色水晶戒指	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:20] 物品:神圣战甲术	怪物:21B54DF0沃玛卫士8	地图:H204	X:46	Y:56 
[2024/8/19 20:21:26] 物品:灵魂战衣(男)	怪物:19401AC0祖玛雕像8	地图:H204	X:43	Y:54 
[2024/8/19 20:21:26] 物品:魔法药(小量)	怪物:28F8E9C0僵尸5	地图:H201	X:174	Y:139 
[2024/8/19 20:21:28] 物品:强效太阳水	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
[2024/8/19 20:21:28] 物品:强效太阳水	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
[2024/8/19 20:21:28] 物品:强效太阳水	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
[2024/8/19 20:21:28] 物品:强效太阳水	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
[2024/8/19 20:21:28] 物品:强效太阳水	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
[2024/8/19 20:21:28] 物品:强效金创药	怪物:27EB28C0尸王8	地图:H201	X:172	Y:140 
