[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:14:37] 物品:魔法长袍(男)	怪物:1F13BD60牛魔法师8	地图:H010	X:359	Y:339 
[2024/8/18 11:14:37] 物品:蓝翡翠项链	怪物:1F13BD60牛魔法师8	地图:H010	X:359	Y:339 
[2024/8/18 11:14:37] 物品:幽灵战衣(女)	怪物:1F13BD60牛魔法师8	地图:H010	X:359	Y:339 
[2024/8/18 11:14:40] 物品:强效金创药	怪物:2A09BCA0牛魔法师8	地图:H010	X:360	Y:341 
[2024/8/18 11:14:40] 物品:重盔甲(女)	怪物:2A09BCA0牛魔法师8	地图:H010	X:360	Y:341 
[2024/8/18 11:14:40] 物品:灵魂战衣(女)	怪物:2A09BCA0牛魔法师8	地图:H010	X:360	Y:341 
[2024/8/18 11:14:40] 物品:白色虎齿项链	怪物:2A09BCA0牛魔法师8	地图:H010	X:360	Y:341 
[2024/8/18 11:14:41] 物品:施毒术	怪物:1892D560恶灵尸王	地图:H201	X:43	Y:155 
[2024/8/18 11:14:41] 物品:召唤骷髅	怪物:1892D560恶灵尸王	地图:H201	X:43	Y:155 
[2024/8/18 11:14:43] 物品:金创药(小量)	怪物:27B6C200僵尸5	地图:H201	X:44	Y:155 
[2024/8/18 11:14:45] 物品:强效金创药	怪物:237C26F0牛魔法师8	地图:H010	X:364	Y:342 
[2024/8/18 11:14:45] 物品:金手镯	怪物:237C26F0牛魔法师8	地图:H010	X:364	Y:342 
[2024/8/18 11:14:45] 物品:偃月	怪物:237C26F0牛魔法师8	地图:H010	X:364	Y:342 
[2024/8/18 11:14:46] 物品:集体隐身术	怪物:182A3AB0恶灵尸王	地图:H201	X:97	Y:171 
[2024/8/18 11:14:46] 物品:攻杀剑术	怪物:182A3AB0恶灵尸王	地图:H201	X:97	Y:171 
[2024/8/18 11:14:46] 物品:诱惑之光	怪物:182A3AB0恶灵尸王	地图:H201	X:97	Y:171 
[2024/8/18 11:14:46] 物品:大火球	怪物:182A3AB0恶灵尸王	地图:H201	X:97	Y:171 
[2024/8/18 11:14:51] 物品:祝福油	怪物:2B4B5F40黑色恶蛆8	地图:H004	X:43	Y:64 
[2024/8/18 11:14:52] 物品:强效太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:强效太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:太阳水	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:14:52] 物品:黑檀手镯	怪物:28851C00牛魔祭司0	地图:H010	X:364	Y:341 
[2024/8/18 11:15:4] 物品:心灵启示	怪物:243F6370恶灵尸王	地图:H201	X:51	Y:150 
[2024/8/18 11:15:4] 物品:幽灵盾	怪物:243F6370恶灵尸王	地图:H201	X:51	Y:150 
[2024/8/18 11:15:4] 物品:集体隐身术	怪物:243F6370恶灵尸王	地图:H201	X:51	Y:150 
[2024/8/18 11:15:4] 物品:隐身术	怪物:243F6370恶灵尸王	地图:H201	X:51	Y:150 
[2024/8/18 11:15:4] 物品:大火球	怪物:243F6370恶灵尸王	地图:H201	X:51	Y:150 
[2024/8/18 11:15:7] 物品:强效魔法药	怪物:2829AAB0魔龙射手	地图:66	X:89	Y:224 
[2024/8/18 11:15:7] 物品:重盔甲(女)	怪物:2829AAB0魔龙射手	地图:66	X:89	Y:224 
[2024/8/18 11:15:11] 物品:金创药(小量)	怪物:2DE876A0僵尸5	地图:H201	X:51	Y:150 
[2024/8/18 11:15:11] 物品:魔法药(小量)	怪物:2DE876A0僵尸5	地图:H201	X:51	Y:150 
[2024/8/18 11:15:13] 物品:火球术	怪物:23F80BE0僵尸1	地图:H201	X:53	Y:149 
[2024/8/18 11:15:18] 物品:降魔	怪物:2DC7D310牛魔侍卫8	地图:H010	X:309	Y:316 
[2024/8/18 11:15:25] 物品:降妖除魔戒指	怪物:2DC2CDB0魔龙射手	地图:66	X:78	Y:220 
[2024/8/18 11:15:26] 物品:魔法药(中量)	怪物:2E050830恶灵僵尸8	地图:H001	X:16	Y:56 
[2024/8/18 11:15:30] 物品:重盔甲(女)	怪物:2A617610祖玛卫士8	地图:H202	X:13	Y:57 
[2024/8/18 11:15:30] 物品:海魂	怪物:2A617610祖玛卫士8	地图:H202	X:13	Y:57 
[2024/8/18 11:15:30] 物品:白金项链	怪物:2A617610祖玛卫士8	地图:H202	X:13	Y:57 
[2024/8/18 11:15:30] 物品:道士手镯	怪物:2A617610祖玛卫士8	地图:H202	X:13	Y:57 
[2024/8/18 11:15:36] 物品:灵魂战衣(女)	怪物:2F292EA0黑野猪8	地图:H002	X:164	Y:228 
[2024/8/18 11:15:37] 物品:白色虎齿项链	怪物:31B46220牛魔法师8	地图:H010	X:320	Y:338 
[2024/8/18 11:15:39] 物品:强效魔法药	怪物:19E9D540魔龙破甲兵	地图:66	X:79	Y:227 
[2024/8/18 11:15:44] 物品:诱惑之光	怪物:2A1FA900僵尸2	地图:D401	X:46	Y:46 
[2024/8/18 11:15:52] 物品:火球术	怪物:27757E50僵尸1	地图:H201	X:59	Y:155 
[2024/8/18 11:15:56] 物品:强效太阳水	怪物:1B82B380牛魔将军0	地图:H010	X:331	Y:348 
[2024/8/18 11:15:56] 物品:魔法长袍(男)	怪物:1B82B380牛魔将军0	地图:H010	X:331	Y:348 
[2024/8/18 11:15:56] 物品:魔法手镯	怪物:1B82B380牛魔将军0	地图:H010	X:331	Y:348 
[2024/8/18 11:15:56] 物品:强效魔法药	怪物:2DF1A380魔龙刀兵	地图:66	X:81	Y:227 
[2024/8/18 11:15:58] 物品:太阳水	怪物:2464D540黑色恶蛆8	地图:H004	X:72	Y:75 
[2024/8/18 11:15:59] 物品:魔法药(小量)	怪物:2A1EE150僵尸3	地图:D401	X:31	Y:29 
[2024/8/18 11:16:3] 物品:金创药(小量)	怪物:1A88A020僵尸4	地图:H201	X:61	Y:170 
[2024/8/18 11:16:11] 物品:集体隐身术	怪物:29168200恶灵尸王	地图:H201	X:60	Y:170 
[2024/8/18 11:16:11] 物品:施毒术	怪物:29168200恶灵尸王	地图:H201	X:60	Y:170 
[2024/8/18 11:16:11] 物品:灵魂火符	怪物:29168200恶灵尸王	地图:H201	X:60	Y:170 
[2024/8/18 11:16:11] 物品:地狱火	怪物:29168200恶灵尸王	地图:H201	X:60	Y:170 
[2024/8/18 11:16:11] 物品:大火球	怪物:29168200恶灵尸王	地图:H201	X:60	Y:170 
[2024/8/18 11:16:13] 物品:强效太阳水	怪物:27F0FA10牛魔祭司0	地图:H010	X:343	Y:355 
[2024/8/18 11:16:13] 物品:强效太阳水	怪物:27F0FA10牛魔祭司0	地图:H010	X:343	Y:355 
[2024/8/18 11:16:13] 物品:太阳水	怪物:27F0FA10牛魔祭司0	地图:H010	X:343	Y:355 
[2024/8/18 11:16:13] 物品:太阳水	怪物:27F0FA10牛魔祭司0	地图:H010	X:343	Y:355 
[2024/8/18 11:16:16] 物品:黑檀手镯	怪物:23BE83E0牛魔法师8	地图:H010	X:343	Y:354 
[2024/8/18 11:16:18] 物品:灵魂战衣(女)	怪物:188B6650黑野猪8	地图:H002	X:156	Y:247 
[2024/8/18 11:16:20] 物品:强效金创药	怪物:1818BCA0魔龙刀兵2	地图:66	X:79	Y:233 
[2024/8/18 11:16:21] 物品:强效魔法药	怪物:1EBDD5E0牛魔法师8	地图:H010	X:349	Y:359 
[2024/8/18 11:16:21] 物品:灵魂战衣(男)	怪物:1EBDD5E0牛魔法师8	地图:H010	X:349	Y:359 
[2024/8/18 11:16:22] 物品:太阳水	怪物:2D8A0120恶灵尸王	地图:H201	X:92	Y:121 
[2024/8/18 11:16:22] 物品:魔法药(中量)	怪物:2D8A0120恶灵尸王	地图:H201	X:92	Y:121 
[2024/8/18 11:16:22] 物品:爆裂火焰	怪物:2D8A0120恶灵尸王	地图:H201	X:92	Y:121 
[2024/8/18 11:16:22] 物品:地狱火	怪物:2D8A0120恶灵尸王	地图:H201	X:92	Y:121 
[2024/8/18 11:16:28] 物品:刺杀剑术	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:28] 物品:火墙	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:28] 物品:爆裂火焰	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:28] 物品:灵魂火符	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:28] 物品:雷电术	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:28] 物品:大火球	怪物:28EF1D50恶灵尸王	地图:H201	X:94	Y:119 
[2024/8/18 11:16:29] 物品:太阳水	怪物:2EB8CB10牛魔将军8	地图:H010	X:354	Y:360 
[2024/8/18 11:16:31] 物品:降魔	怪物:1EFBEA60牛魔法师8	地图:H010	X:353	Y:360 
[2024/8/18 11:16:31] 物品:偃月	怪物:1EFBEA60牛魔法师8	地图:H010	X:353	Y:360 
[2024/8/18 11:16:37] 物品:魔法药(小量)	怪物:063E0240僵尸3	地图:D401	X:94	Y:90 
[2024/8/18 11:16:37] 物品:强效金创药	怪物:29F29100牛魔将军8	地图:H010	X:354	Y:359 
[2024/8/18 11:16:41] 物品:诱惑之光	怪物:1F021DB0僵尸2	地图:D401	X:53	Y:90 
[2024/8/18 11:16:42] 物品:强效太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:强效太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:强效太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:太阳水	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:42] 物品:死神手套	怪物:2A4898D0牛魔祭司0	地图:H010	X:354	Y:358 
[2024/8/18 11:16:48] 物品:太阳水	怪物:2E1E1F80魔龙射手2	地图:66	X:67	Y:223 
[2024/8/18 11:16:48] 物品:强效太阳水	怪物:2E1E1F80魔龙射手2	地图:66	X:67	Y:223 
[2024/8/18 11:16:49] 物品:鹿皮靴	怪物:1DED4010魔龙刀兵	地图:66	X:71	Y:223 
[2024/8/18 11:16:50] 物品:太阳水	怪物:2B2CC6E0黑野猪8	地图:H002	X:102	Y:107 
[2024/8/18 11:16:50] 物品:魔法长袍(女)	怪物:2B2CC6E0黑野猪8	地图:H002	X:102	Y:107 
[2024/8/18 11:16:50] 物品:太阳水	怪物:28D85750黑色恶蛆8	地图:H004	X:74	Y:98 
[2024/8/18 11:16:52] 物品:金创药(中量)	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:52] 物品:刺杀剑术	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:52] 物品:幽灵盾	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:52] 物品:灵魂火符	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:52] 物品:大火球	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:52] 物品:瞬息移动	怪物:18BFE9C0恶灵尸王	地图:H201	X:97	Y:114 
[2024/8/18 11:16:54] 物品:魅力戒指	怪物:31E18380牛魔法师8	地图:H010	X:362	Y:364 
[2024/8/18 11:16:55] 物品:强效金创药	怪物:2EC5B800魔龙刀兵	地图:66	X:71	Y:226 
[2024/8/18 11:16:58] 物品:强效金创药	怪物:2DD351F0魔龙射手	地图:66	X:70	Y:221 
[2024/8/18 11:16:58] 物品:太阳水	怪物:2DD351F0魔龙射手	地图:66	X:70	Y:221 
[2024/8/18 11:16:58] 物品:道士头盔	怪物:2DD351F0魔龙射手	地图:66	X:70	Y:221 
[2024/8/18 11:17:4] 物品:凝霜	怪物:19E0B610魔龙破甲兵	地图:66	X:71	Y:228 
[2024/8/18 11:17:9] 物品:金创药(小量)	怪物:15CA12F0僵尸5	地图:H201	X:131	Y:158 
[2024/8/18 11:17:18] 物品:魔法药(小量)	怪物:29303D20僵尸4	地图:H201	X:133	Y:158 
[2024/8/18 11:17:20] 物品:强效金创药	怪物:2E1F5620魔龙射手2	地图:66	X:66	Y:227 
[2024/8/18 11:17:21] 物品:强效太阳水	怪物:1D93C240魔龙破甲兵	地图:66	X:66	Y:224 
[2024/8/18 11:17:31] 物品:集体隐身术	怪物:23ED0490恶灵尸王	地图:H201	X:140	Y:157 
[2024/8/18 11:17:31] 物品:施毒术	怪物:23ED0490恶灵尸王	地图:H201	X:140	Y:157 
[2024/8/18 11:17:31] 物品:瞬息移动	怪物:23ED0490恶灵尸王	地图:H201	X:140	Y:157 
[2024/8/18 11:17:35] 物品:火球术	怪物:15CBC540僵尸3	地图:D401	X:29	Y:148 
[2024/8/18 11:17:38] 物品:强效金创药	怪物:2EBB4D00魔龙破甲兵	地图:66	X:63	Y:227 
[2024/8/18 11:17:38] 物品:太阳水	怪物:2EBB4D00魔龙破甲兵	地图:66	X:63	Y:227 
[2024/8/18 11:17:39] 物品:金创药(小量)	怪物:28392E00僵尸5	地图:H201	X:84	Y:106 
[2024/8/18 11:17:39] 物品:魔法药(小量)	怪物:28392E00僵尸5	地图:H201	X:84	Y:106 
[2024/8/18 11:17:45] 物品:治愈术	怪物:17F64CE0僵尸1	地图:H201	X:88	Y:108 
[2024/8/18 11:17:45] 物品:强效太阳水	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效太阳水	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效太阳水	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效太阳水	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效太阳水	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效金创药	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效金创药	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效魔法药	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:强效魔法药	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:黑檀手镯	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:45] 物品:圣言术	怪物:1A353A90尸王8	地图:H201	X:136	Y:166 
[2024/8/18 11:17:48] 物品:金创药(小量)	怪物:29303D20僵尸4	地图:H201	X:136	Y:161 
[2024/8/18 11:17:51] 物品:金创药(小量)	怪物:17C0CE30僵尸4	地图:H201	X:138	Y:162 
[2024/8/18 11:17:53] 物品:强效金创药	怪物:19D70BE0魔龙刀兵	地图:66	X:59	Y:222 
[2024/8/18 11:17:56] 物品:祝福油	怪物:1BF32210黑野猪8	地图:H002	X:103	Y:84 
[2024/8/18 11:17:57] 物品:地狱火	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:抗拒火环	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:精神力战法	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:火球术	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:治愈术	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:基本剑术	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:八荒	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔鬼项链	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔力手镯	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:灯笼项链	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:铁剑	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:短剑	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:轻型盔甲(男)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:轻型盔甲(女)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:青铜斧	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:黑檀项链	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:黄色水晶项链	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:黑色水晶项链	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:青铜头盔	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:金创药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:金创药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:金创药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:金创药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔法药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔法药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔法药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔法药(小量)	怪物:1E05C050僵尸50	地图:H201	X:146	Y:149 
[2024/8/18 11:17:57] 物品:魔法药(小量)	怪物:1C1129E0僵尸4	地图:H201	X:114	Y:184 
[2024/8/18 11:18:0] 物品:珊瑚戒指	怪物:2DC69C70魔龙射手	地图:66	X:54	Y:220 
[2024/8/18 11:18:0] 物品:降妖除魔戒指	怪物:2DC69C70魔龙射手	地图:66	X:54	Y:220 
[2024/8/18 11:18:1] 物品:金创药(小量)	怪物:28A9A820僵尸4	地图:H201	X:147	Y:154 
[2024/8/18 11:18:7] 物品:强效太阳水	怪物:2DD84120魔龙射手	地图:66	X:51	Y:217 
[2024/8/18 11:18:7] 物品:强效魔法药	怪物:2DD84120魔龙射手	地图:66	X:51	Y:217 
[2024/8/18 11:18:7] 物品:魔法长袍(男)	怪物:2DD84120魔龙射手	地图:66	X:51	Y:217 
[2024/8/18 11:18:7] 物品:蓝翡翠项链	怪物:2DD84120魔龙射手	地图:66	X:51	Y:217 
[2024/8/18 11:18:10] 物品:基本剑术	怪物:291DB650僵尸1	地图:H201	X:83	Y:88 
[2024/8/18 11:18:15] 物品:强效太阳水	怪物:299C28A0牛魔祭司8	地图:H010	X:341	Y:316 
[2024/8/18 11:18:15] 物品:蓝翡翠项链	怪物:299C28A0牛魔祭司8	地图:H010	X:341	Y:316 
[2024/8/18 11:18:15] 物品:珊瑚戒指	怪物:299C28A0牛魔祭司8	地图:H010	X:341	Y:316 
[2024/8/18 11:18:15] 物品:攻杀剑术	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:隐身术	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:大火球	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:抗拒火环	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:精神力战法	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:火球术	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:治愈术	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:基本剑术	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:半月	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:蓝色水晶戒指	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:魔鬼项链	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:铁剑	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:短剑	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:轻型盔甲(男)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:轻型盔甲(女)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:青铜斧	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:黑檀项链	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:黄色水晶项链	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:黑色水晶项链	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:青铜头盔	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:金创药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:金创药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:金创药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:金创药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:魔法药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:魔法药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:魔法药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:15] 物品:魔法药(小量)	怪物:1A039A80僵尸50	地图:H201	X:154	Y:159 
[2024/8/18 11:18:19] 物品:金创药(小量)	怪物:30A854A0僵尸4	地图:H201	X:81	Y:85 
[2024/8/18 11:18:19] 物品:金创药(小量)	怪物:2F20BD50僵尸3	地图:D401	X:78	Y:171 
[2024/8/18 11:18:19] 物品:攻杀剑术	怪物:1A04D120僵尸1	地图:H201	X:156	Y:160 
[2024/8/18 11:18:20] 物品:道德戒指	怪物:27E65350牛魔侍卫8	地图:H010	X:341	Y:314 
[2024/8/18 11:18:20] 物品:白色虎齿项链	怪物:27E65350牛魔侍卫8	地图:H010	X:341	Y:314 
[2024/8/18 11:18:23] 物品:太阳水	怪物:18130F10黑野猪8	地图:H002	X:214	Y:72 
[2024/8/18 11:18:27] 物品:魅力戒指	怪物:27826980牛魔法师8	地图:H010	X:339	Y:309 
[2024/8/18 11:18:35] 物品:金创药(小量)	怪物:1A4E7090僵尸4	地图:H201	X:160	Y:152 
[2024/8/18 11:18:41] 物品:蛇眼戒指	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:火墙	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:爆裂火焰	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:隐身术	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:施毒术	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:灵魂火符	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:41] 物品:瞬息移动	怪物:2A9E7B30恶灵尸王	地图:H201	X:160	Y:153 
[2024/8/18 11:18:46] 物品:抗拒火环	怪物:1956A6B0僵尸2	地图:D401	X:82	Y:173 
[2024/8/18 11:18:49] 物品:疾风药水	怪物:2DD42FD0牛魔祭司8	地图:H010	X:339	Y:297 
[2024/8/18 11:18:52] 物品:太阳水	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:52] 物品:强效魔法药	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:52] 物品:火墙	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:52] 物品:隐身术	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:52] 物品:施毒术	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:52] 物品:灵魂火符	怪物:19B79640恶灵尸王	地图:H201	X:166	Y:147 
[2024/8/18 11:18:54] 物品:魔法药(小量)	怪物:197491F0僵尸5	地图:H201	X:166	Y:148 
[2024/8/18 11:18:58] 物品:强效太阳水	怪物:2A5BD120牛魔将军0	地图:H010	X:338	Y:296 
[2024/8/18 11:18:58] 物品:强效太阳水	怪物:2A5BD120牛魔将军0	地图:H010	X:338	Y:296 
[2024/8/18 11:18:58] 物品:太阳水	怪物:2A5BD120牛魔将军0	地图:H010	X:338	Y:296 
[2024/8/18 11:18:58] 物品:狂风戒指	怪物:2A5BD120牛魔将军0	地图:H010	X:338	Y:296 
[2024/8/18 11:18:59] 物品:魅力戒指	怪物:28531FA0黑野猪8	地图:H002	X:139	Y:74 
[2024/8/18 11:19:1] 物品:强效太阳水	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效太阳水	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效太阳水	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效太阳水	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效太阳水	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效金创药	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效金创药	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效魔法药	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:强效魔法药	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
[2024/8/18 11:19:1] 物品:黑檀手镯	怪物:19B18260尸王8	地图:H201	X:166	Y:147 
