[2024/8/21 4:0:2] 物品:降魔	怪物:25BC94E0牛魔法师8	地图:H010	X:338	Y:196 
[2024/8/21 4:23:45] 物品:太阳水	怪物:25836210牛魔将军0	地图:H010	X:324	Y:374 
[2024/8/21 4:23:48] 物品:强效太阳水	怪物:240E5D80牛魔将军8	地图:H010	X:332	Y:370 
[2024/8/21 4:23:48] 物品:心灵手镯	怪物:240E5D80牛魔将军8	地图:H010	X:332	Y:370 
[2024/8/21 4:23:48] 物品:白色虎齿项链	怪物:240E5D80牛魔将军8	地图:H010	X:332	Y:370 
[2024/8/21 4:23:48] 物品:道德戒指	怪物:240E5D80牛魔将军8	地图:H010	X:332	Y:370 
[2024/8/21 4:23:48] 物品:强效太阳水	怪物:2BDA5C40牛魔祭司0	地图:H010	X:266	Y:246 
[2024/8/21 4:23:48] 物品:太阳水	怪物:2BDA5C40牛魔祭司0	地图:H010	X:266	Y:246 
[2024/8/21 4:23:53] 物品:魔法长袍(女)	怪物:256D3600牛魔法师8	地图:H010	X:324	Y:381 
[2024/8/21 4:23:53] 物品:降魔	怪物:256D3600牛魔法师8	地图:H010	X:324	Y:381 
[2024/8/21 4:23:53] 物品:强效太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:强效太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:强效太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:太阳水	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:53] 物品:记忆头盔	怪物:246BD350牛魔将军0	地图:H010	X:267	Y:247 
[2024/8/21 4:23:56] 物品:太阳水	怪物:254EC860牛魔将军8	地图:H010	X:267	Y:246 
[2024/8/21 4:23:56] 物品:金手镯	怪物:254EC860牛魔将军8	地图:H010	X:267	Y:246 
[2024/8/21 4:24:2] 物品:魔法长袍(女)	怪物:2AD66CA0牛魔法师8	地图:H010	X:261	Y:240 
[2024/8/21 4:24:11] 物品:偃月	怪物:2B5B7650祖玛卫士8	地图:H204	X:39	Y:36 
[2024/8/21 4:24:11] 物品:强效太阳水	怪物:2C7149B0牛魔祭司0	地图:H010	X:254	Y:234 
[2024/8/21 4:24:11] 物品:强效太阳水	怪物:2C7149B0牛魔祭司0	地图:H010	X:254	Y:234 
[2024/8/21 4:24:11] 物品:太阳水	怪物:2C7149B0牛魔祭司0	地图:H010	X:254	Y:234 
[2024/8/21 4:24:11] 物品:魔杖	怪物:2C7149B0牛魔祭司0	地图:H010	X:254	Y:234 
[2024/8/21 4:24:11] 物品:偃月	怪物:2C7149B0牛魔祭司0	地图:H010	X:254	Y:234 
[2024/8/21 4:24:12] 物品:强效太阳水	怪物:25602C00牛魔将军0	地图:H010	X:321	Y:376 
[2024/8/21 4:24:12] 物品:强效太阳水	怪物:25602C00牛魔将军0	地图:H010	X:321	Y:376 
[2024/8/21 4:24:12] 物品:太阳水	怪物:25602C00牛魔将军0	地图:H010	X:321	Y:376 
[2024/8/21 4:24:12] 物品:太阳水	怪物:25602C00牛魔将军0	地图:H010	X:321	Y:376 
[2024/8/21 4:24:12] 物品:珍珠戒指	怪物:25602C00牛魔将军0	地图:H010	X:321	Y:376 
[2024/8/21 4:24:14] 物品:太阳水	怪物:1215CD90祖玛雕像8	地图:H204	X:40	Y:58 
[2024/8/21 4:24:16] 物品:琥珀项链	怪物:2AE75230祖玛卫士8	地图:H204	X:40	Y:60 
[2024/8/21 4:24:17] 物品:金戒指	怪物:25B2F910牛魔法师8	地图:H010	X:251	Y:237 
[2024/8/21 4:24:17] 物品:灵魂战衣(女)	怪物:2CA96EB0牛魔法师8	地图:H010	X:254	Y:234 
[2024/8/21 4:24:18] 物品:八荒	怪物:2BD30AA0祖玛雕像8	地图:H204	X:38	Y:37 
[2024/8/21 4:24:18] 物品:破魂	怪物:2AA82B00祖玛雕像8	地图:H204	X:46	Y:53 
[2024/8/21 4:24:20] 物品:灵魂战衣(女)	怪物:244E3B80牛魔侍卫8	地图:H010	X:322	Y:374 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:太阳水	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效金创药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:21] 物品:强效魔法药	怪物:2324CDB0虹魔蝎卫8	地图:H204	X:39	Y:58 
[2024/8/21 4:24:22] 物品:强效太阳水	怪物:2B6741F0牛魔祭司0	地图:H010	X:252	Y:239 
[2024/8/21 4:24:22] 物品:黑铁头盔	怪物:2B6741F0牛魔祭司0	地图:H010	X:252	Y:239 
[2024/8/21 4:24:22] 物品:铂金戒指	怪物:2B6741F0牛魔祭司0	地图:H010	X:252	Y:239 
[2024/8/21 4:24:26] 物品:魔法药(中量)	怪物:2A871640祖玛雕像8	地图:H204	X:45	Y:50 
[2024/8/21 4:24:26] 物品:斩马刀	怪物:25C04430祖玛雕像8	地图:H204	X:49	Y:49 
[2024/8/21 4:24:26] 物品:破魂	怪物:2565CCB0祖玛卫士	地图:H204	X:49	Y:52 
[2024/8/21 4:24:26] 物品:强效金创药	怪物:24ABB6C0祖玛卫士	地图:H204	X:48	Y:52 
[2024/8/21 4:24:26] 物品:蓝色水晶戒指	怪物:25645500祖玛卫士	地图:H204	X:49	Y:50 
[2024/8/21 4:24:26] 物品:魅力戒指	怪物:2C6581D0牛魔法师8	地图:H010	X:320	Y:371 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2CC9F4F0牛魔祭司8	地图:H010	X:245	Y:235 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:金创药(中量)	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:金创药(中量)	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效金创药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效金创药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效金创药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:魔法药(中量)	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:魔法药(中量)	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效魔法药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效魔法药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:强效魔法药	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:攻击神水	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:记忆项链	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:地狱雷光	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:圣言术	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:刺杀剑术	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:地狱火	怪物:2BD56030沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/21 4:24:32] 物品:太阳水	怪物:1524C330祖玛卫士	地图:H204	X:48	Y:52 
[2024/8/21 4:24:32] 物品:强效太阳水	怪物:25DEFA80祖玛雕像	地图:H204	X:48	Y:51 
[2024/8/21 4:24:32] 物品:金手镯	怪物:25DEFA80祖玛雕像	地图:H204	X:48	Y:51 
[2024/8/21 4:24:32] 物品:珊瑚戒指	怪物:2BDA2FE0祖玛雕像	地图:H204	X:49	Y:52 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:太阳水	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效金创药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:强效魔法药	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:35] 物品:铂金戒指	怪物:13E94120虹魔蝎卫8	地图:H204	X:49	Y:51 
[2024/8/21 4:24:38] 物品:强效太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:太阳水	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:金创药(中量)	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:金创药(中量)	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效金创药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效金创药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效金创药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:魔法药(中量)	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:魔法药(中量)	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效魔法药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效魔法药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:强效魔法药	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:灵魂战衣(男)	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:破魂	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:蛇眼戒指	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:召唤神兽	怪物:24595460沃玛卫士8	地图:H204	X:43	Y:42 
[2024/8/21 4:24:38] 物品:生铁戒指	怪物:2549BB50牛魔侍卫8	地图:H010	X:318	Y:379 
[2024/8/21 4:24:39] 物品:强效太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:太阳水	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:金创药(中量)	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:金创药(中量)	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效金创药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效金创药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效金创药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:魔法药(中量)	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:魔法药(中量)	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效魔法药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效魔法药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:强效魔法药	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:琥珀项链	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:蓝色水晶戒指	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:道德戒指	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:39] 物品:地狱雷光	怪物:258486C0沃玛卫士8	地图:H204	X:42	Y:52 
[2024/8/21 4:24:40] 物品:魔鬼项链	怪物:2BBA1640祖玛弓箭手8	地图:H204	X:43	Y:51 
[2024/8/21 4:24:41] 物品:珍珠戒指	怪物:24B0F2B0祖玛雕像	地图:H204	X:48	Y:52 
[2024/8/21 4:24:41] 物品:珍珠戒指	怪物:266D8ED0祖玛雕像	地图:H204	X:49	Y:52 
[2024/8/21 4:24:41] 物品:灵魂战衣(男)	怪物:2ACADE30牛魔法师8	地图:H010	X:249	Y:246 
[2024/8/21 4:24:44] 物品:魅力戒指	怪物:2BD58C90牛魔法师8	地图:H010	X:248	Y:246 
[2024/8/21 4:24:44] 物品:魔法药(中量)	怪物:23B190D0祖玛弓箭手	地图:H204	X:47	Y:52 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
[2024/8/21 4:24:45] 物品:强效太阳水	怪物:2AB19E20祖玛教主	地图:H204	X:48	Y:50 
