[2024/8/19 4:0:6] 物品:魔法药(中量)	怪物:28F35F40祖玛雕像8	地图:H204	X:67	Y:27 
[2024/8/19 4:12:48] 物品:强效太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:太阳水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:金创药(中量)	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:金创药(中量)	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效金创药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效金创药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效金创药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:魔法药(中量)	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:魔法药(中量)	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效魔法药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效魔法药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:强效魔法药	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:HP强化药水	怪物:2713EB90沃玛卫士8	地图:H204	X:63	Y:37 
[2024/8/19 4:12:48] 物品:瞬息移动	怪物:1C6DA1F0僵尸1	地图:H201	X:167	Y:88 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:太阳水	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效金创药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:53] 物品:强效魔法药	怪物:2DA47B70虹魔蝎卫8	地图:H204	X:12	Y:58 
[2024/8/19 4:12:55] 物品:坚固手套	怪物:187EEB90魔龙血蛙	地图:66	X:131	Y:84 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:太阳水	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:2E71FE10虹魔蝎卫8	地图:H204	X:64	Y:36 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效太阳水	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效金创药	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:强效魔法药	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:魅力戒指	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:12:57] 物品:冰咆哮	怪物:29133860尸王8	地图:H201	X:167	Y:90 
[2024/8/19 4:13:0] 物品:大火球	怪物:2A6F4CA0僵尸1	地图:H201	X:169	Y:91 
[2024/8/19 4:13:1] 物品:重盔甲(女)	怪物:2DAEC630祖玛弓箭手8	地图:H204	X:67	Y:33 
[2024/8/19 4:13:3] 物品:金创药(小量)	怪物:28B6F050僵尸4	地图:H201	X:168	Y:89 
[2024/8/19 4:13:3] 物品:魔法药(小量)	怪物:28B6F050僵尸4	地图:H201	X:168	Y:89 
[2024/8/19 4:13:4] 物品:强效金创药	怪物:20A1DBE0祖玛卫士8	地图:H204	X:10	Y:56 
[2024/8/19 4:13:4] 物品:灵魂战衣(女)	怪物:20A1DBE0祖玛卫士8	地图:H204	X:10	Y:56 
[2024/8/19 4:13:4] 物品:魅力戒指	怪物:1BFAFE90祖玛弓箭手8	地图:H204	X:66	Y:31 
[2024/8/19 4:13:5] 物品:魔鬼项链	怪物:2A3A53F0祖玛雕像8	地图:H204	X:67	Y:31 
[2024/8/19 4:13:7] 物品:强效太阳水	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效太阳水	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效太阳水	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效太阳水	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效太阳水	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效金创药	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效金创药	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效魔法药	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:强效魔法药	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:蛇眼戒指	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:凝霜	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:魔力手镯	怪物:2F0E66E0尸王8	地图:H201	X:167	Y:91 
[2024/8/19 4:13:7] 物品:火球术	怪物:2AA4BF10僵尸10	地图:H201	X:168	Y:91 
[2024/8/19 4:13:7] 物品:治愈术	怪物:2AA4BF10僵尸10	地图:H201	X:168	Y:91 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:太阳水	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:金创药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:金创药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:金创药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:魔法药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:魔法药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:魔法药(中量)	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效金创药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:强效魔法药	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:10] 物品:银蛇	怪物:0D6CF4F0白野猪8	地图:H204	X:68	Y:31 
[2024/8/19 4:13:11] 物品:火球术	怪物:1DD7B150僵尸1	地图:H201	X:168	Y:91 
[2024/8/19 4:13:11] 物品:琥珀项链	怪物:23C43E60祖玛雕像8	地图:H204	X:67	Y:31 
[2024/8/19 4:13:13] 物品:骷髅头盔	怪物:2DF79CF0祖玛弓箭手8	地图:H204	X:14	Y:48 
[2024/8/19 4:13:18] 物品:魔法药(中量)	怪物:1F099C70祖玛弓箭手8	地图:H204	X:65	Y:25 
[2024/8/19 4:13:18] 物品:偃月	怪物:1F099C70祖玛弓箭手8	地图:H204	X:65	Y:25 
[2024/8/19 4:13:19] 物品:金创药(小量)	怪物:17FF51A0僵尸5	地图:H201	X:169	Y:91 
[2024/8/19 4:13:20] 物品:强效太阳水	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效太阳水	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效太阳水	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效太阳水	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效太阳水	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效金创药	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效金创药	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效魔法药	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:强效魔法药	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:蓝翡翠项链	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:20] 物品:黑檀手镯	怪物:23474DB0尸王8	地图:H201	X:169	Y:90 
[2024/8/19 4:13:21] 物品:魔法药(小量)	怪物:2A7AEEA0僵尸5	地图:H201	X:168	Y:91 
[2024/8/19 4:13:21] 物品:强效太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:太阳水	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:金创药(中量)	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:金创药(中量)	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效金创药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效金创药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效金创药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:魔法药(中量)	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:魔法药(中量)	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效魔法药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效魔法药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:强效魔法药	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:野蛮冲撞	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:21] 物品:火墙	怪物:21F83B70沃玛卫士8	地图:H204	X:66	Y:25 
[2024/8/19 4:13:28] 物品:大火球	怪物:18F795E0僵尸1	地图:H201	X:169	Y:83 
[2024/8/19 4:13:29] 物品:太阳水	怪物:2DDDFC40黑野猪8	地图:H002	X:164	Y:222 
[2024/8/19 4:13:36] 物品:强效魔法药	怪物:1EB96BD0祖玛卫士8	地图:H204	X:24	Y:34 
[2024/8/19 4:13:36] 物品:道士手镯	怪物:1EB96BD0祖玛卫士8	地图:H204	X:24	Y:34 
[2024/8/19 4:13:36] 物品:骷髅戒指	怪物:1EB96BD0祖玛卫士8	地图:H204	X:24	Y:34 
