[2024/8/17 17:0:5] 物品:魔法药(小量)	怪物:1BE39EC0僵尸5	地图:H201	X:94	Y:97 
[2024/8/17 17:14:5] 物品:强效金创药	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:强效金创药	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:强效魔法药	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:强效魔法药	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:生铁戒指	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:凝霜	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:道德戒指	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:魅力戒指	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:5] 物品:黑檀手镯	怪物:1C30DA40尸王8	地图:H201	X:47	Y:150 
[2024/8/17 17:14:8] 物品:太阳水	怪物:28A75A60僵尸5	地图:H201	X:87	Y:84 
[2024/8/17 17:14:12] 物品:施毒术	怪物:1F05B780恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/17 17:14:12] 物品:攻杀剑术	怪物:1F05B780恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/17 17:14:12] 物品:诱惑之光	怪物:1F05B780恶灵尸王	地图:H201	X:48	Y:152 
[2024/8/17 17:14:16] 物品:太阳水	怪物:2182BD60钢牙蜘蛛	地图:D10032	X:173	Y:146 
[2024/8/17 17:14:16] 物品:强效金创药	怪物:2182BD60钢牙蜘蛛	地图:D10032	X:173	Y:146 
[2024/8/17 17:14:16] 物品:强效魔法药	怪物:2182BD60钢牙蜘蛛	地图:D10032	X:173	Y:146 
[2024/8/17 17:14:16] 物品:疗伤药	怪物:2182BD60钢牙蜘蛛	地图:D10032	X:173	Y:146 
[2024/8/17 17:14:16] 物品:蓝色水晶戒指	怪物:2182BD60钢牙蜘蛛	地图:D10032	X:173	Y:146 
[2024/8/17 17:14:16] 物品:灵魂战衣(女)	怪物:2B40DD10钳虫8	地图:H004	X:53	Y:145 
[2024/8/17 17:14:17] 物品:强效太阳水	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:17] 物品:强效太阳水	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:17] 物品:强效太阳水	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:17] 物品:强效太阳水	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:17] 物品:强效太阳水	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:17] 物品:强效金创药	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:18] 物品:强效金创药	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:18] 物品:强效魔法药	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:18] 物品:强效魔法药	怪物:288F2B00尸王8	地图:H201	X:88	Y:86 
[2024/8/17 17:14:22] 物品:幽灵盾	怪物:1BCE7A10僵尸1	地图:H201	X:88	Y:78 
[2024/8/17 17:14:36] 物品:太阳水	怪物:051D5A80黑色恶蛆8	地图:H004	X:190	Y:120 
[2024/8/17 17:14:37] 物品:魔法头盔	怪物:295DC410多钩猫	地图:0	X:652	Y:466 
[2024/8/17 17:14:38] 物品:灵魂战衣(女)	怪物:307D1120蝎蛇8	地图:H006	X:61	Y:55 
[2024/8/17 17:14:39] 物品:太阳水	怪物:21B70830花吻蜘蛛	地图:D1004	X:172	Y:127 
[2024/8/17 17:14:39] 物品:强效金创药	怪物:21B70830花吻蜘蛛	地图:D1004	X:172	Y:127 
[2024/8/17 17:14:39] 物品:强效魔法药	怪物:21B70830花吻蜘蛛	地图:D1004	X:172	Y:127 
[2024/8/17 17:14:39] 物品:凤凰明珠	怪物:21B70830花吻蜘蛛	地图:D1004	X:172	Y:127 
[2024/8/17 17:14:40] 物品:强效太阳水	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效太阳水	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效太阳水	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效太阳水	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效太阳水	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效金创药	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效金创药	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效魔法药	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:强效魔法药	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:骷髅戒指	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:死神手套	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:凝霜	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:40] 物品:黑檀手镯	怪物:28007150尸王8	地图:H201	X:53	Y:165 
[2024/8/17 17:14:41] 物品:金创药(小量)	怪物:1C0B11C0僵尸5	地图:H201	X:53	Y:166 
[2024/8/17 17:14:44] 物品:金创药(小量)	怪物:23546980僵尸4	地图:H201	X:53	Y:164 
[2024/8/17 17:14:46] 物品:金创药(小量)	怪物:2843BE90僵尸5	地图:H201	X:53	Y:165 
[2024/8/17 17:14:47] 物品:太阳水	怪物:29E708D0黑色恶蛆8	地图:H004	X:55	Y:138 
[2024/8/17 17:14:49] 物品:魔法药(小量)	怪物:30DAC710僵尸5	地图:H201	X:51	Y:166 
[2024/8/17 17:14:49] 物品:刺杀剑术	怪物:30DAC710僵尸5	地图:H201	X:51	Y:166 
[2024/8/17 17:14:53] 物品:太阳水	怪物:15CC7D40僵尸5	地图:H201	X:59	Y:173 
[2024/8/17 17:14:56] 物品:魔法药(小量)	怪物:038B5870僵尸4	地图:H201	X:58	Y:173 
[2024/8/17 17:14:57] 物品:魔法药(小量)	怪物:1DDA4E90僵尸3	地图:D2000	X:154	Y:158 
[2024/8/17 17:15:0] 物品:太阳水	怪物:219EF2A0黑锷蜘蛛	地图:D1004	X:167	Y:120 
[2024/8/17 17:15:0] 物品:强效金创药	怪物:219EF2A0黑锷蜘蛛	地图:D1004	X:167	Y:120 
[2024/8/17 17:15:0] 物品:强效魔法药	怪物:219EF2A0黑锷蜘蛛	地图:D1004	X:167	Y:120 
[2024/8/17 17:15:3] 物品:金创药(中量)	怪物:18E41B00僵尸10	地图:H201	X:58	Y:171 
[2024/8/17 17:15:3] 物品:金创药(中量)	怪物:18E41B00僵尸10	地图:H201	X:58	Y:171 
[2024/8/17 17:15:3] 物品:金创药(中量)	怪物:18E41B00僵尸10	地图:H201	X:58	Y:171 
[2024/8/17 17:15:8] 物品:金创药(小量)	怪物:1DD5CAB0僵尸5	地图:H201	X:79	Y:75 
[2024/8/17 17:15:11] 物品:瞬息移动	怪物:188ACB00僵尸1	地图:H201	X:58	Y:172 
[2024/8/17 17:15:12] 物品:太阳水	怪物:1886F800黑色恶蛆8	地图:H006	X:68	Y:57 
[2024/8/17 17:15:13] 物品:强效太阳水	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效太阳水	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效太阳水	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效太阳水	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效太阳水	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效金创药	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效金创药	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效魔法药	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:强效魔法药	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:蛇眼戒指	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:凝霜	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:道德戒指	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:魅力戒指	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:13] 物品:蓝翡翠项链	怪物:2882C0B0尸王8	地图:H201	X:59	Y:173 
[2024/8/17 17:15:17] 物品:金创药(中量)	怪物:21E132E0天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/17 17:15:17] 物品:魔法药(中量)	怪物:21E132E0天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/17 17:15:17] 物品:坚固手套	怪物:21E132E0天狼蜘蛛	地图:D10051	X:181	Y:57 
[2024/8/17 17:15:23] 物品:金创药(中量)	怪物:1C9F15A0红野猪	地图:M100	X:75	Y:134 
[2024/8/17 17:15:24] 物品:强效太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:太阳水	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:金创药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:金创药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:金创药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效金创药	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效金创药	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:魔法药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:魔法药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:魔法药(中量)	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效魔法药	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:强效魔法药	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:骷髅戒指	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:蓝翡翠项链	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:道士手镯	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:魔力手镯	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:雷电术	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:召唤骷髅	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:瞬息移动	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:抗拒火环	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:精神力战法	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:治愈术	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:基本剑术	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:24] 物品:火球术	怪物:1C292A20尸王	地图:H201	X:60	Y:172 
[2024/8/17 17:15:32] 物品:金创药(小量)	怪物:2B371870僵尸3	地图:D2000	X:133	Y:151 
[2024/8/17 17:15:33] 物品:道德戒指	怪物:1D5E33E0黑野猪8	地图:H002	X:247	Y:60 
[2024/8/17 17:15:34] 物品:强效太阳水	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效太阳水	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效太阳水	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效太阳水	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效太阳水	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效金创药	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效金创药	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效魔法药	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:强效魔法药	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:蛇眼戒指	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:34] 物品:蓝翡翠项链	怪物:1830BD80尸王8	地图:H201	X:58	Y:171 
[2024/8/17 17:15:38] 物品:强效太阳水	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效太阳水	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效太阳水	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效太阳水	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效太阳水	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效金创药	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效金创药	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效魔法药	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:强效魔法药	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:黑色水晶戒指	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:蛇眼戒指	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:珍珠戒指	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:魔力手镯	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:38] 物品:地狱雷光	怪物:30A93280尸王8	地图:H201	X:60	Y:171 
[2024/8/17 17:15:47] 物品:金创药(小量)	怪物:2894E9C0僵尸4	地图:H201	X:90	Y:56 
[2024/8/17 17:15:51] 物品:金创药(小量)	怪物:27E7CC80僵尸5	地图:H201	X:91	Y:56 
[2024/8/17 17:15:56] 物品:强效太阳水	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效太阳水	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效太阳水	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效太阳水	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效太阳水	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效金创药	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效金创药	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效魔法药	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:强效魔法药	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:珍珠戒指	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:黑檀手镯	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:魔力手镯	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:56] 物品:困魔咒	怪物:2866B4F0尸王8	地图:H201	X:60	Y:178 
[2024/8/17 17:15:58] 物品:魔法药(小量)	怪物:30741C00僵尸4	地图:H201	X:61	Y:178 
[2024/8/17 17:16:0] 物品:太阳水	怪物:30EA2DD0黑野猪8	地图:H002	X:199	Y:107 
[2024/8/17 17:16:1] 物品:金创药(中量)	怪物:27DECC00僵尸2	地图:D2000	X:128	Y:115 
[2024/8/17 17:16:6] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效太阳水	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效金创药	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效金创药	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效魔法药	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:强效魔法药	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:黑檀手镯	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:6] 物品:魔力手镯	怪物:0DCE2210尸王8	地图:H201	X:59	Y:178 
[2024/8/17 17:16:10] 物品:金创药(小量)	怪物:0DCD01A0僵尸4	地图:H201	X:60	Y:178 
[2024/8/17 17:16:15] 物品:瞬息移动	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:抗拒火环	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:精神力战法	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:火球术	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:治愈术	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:基本剑术	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:八荒	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:半月	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:琥珀项链	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:凤凰明珠	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:坚固手套	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:魔力手镯	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:灯笼项链	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:铁剑	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:短剑	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:轻型盔甲(男)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:轻型盔甲(女)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:中型盔甲(男)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:中型盔甲(女)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:青铜斧	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:黑檀项链	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:黄色水晶项链	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:黑色水晶项链	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:青铜头盔	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:金创药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:金创药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:金创药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:金创药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:魔法药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:魔法药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:魔法药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:15] 物品:魔法药(小量)	怪物:17EA73C0僵尸50	地图:H201	X:65	Y:184 
[2024/8/17 17:16:23] 物品:魔法药(小量)	怪物:07D7A030僵尸5	地图:H201	X:67	Y:184 
[2024/8/17 17:16:24] 物品:强效太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:太阳水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:金创药(中量)	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:金创药(中量)	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效金创药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效金创药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效金创药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:魔法药(中量)	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:魔法药(中量)	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效魔法药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效魔法药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:强效魔法药	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:攻击神水	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:小手镯	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:蛇眼戒指	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:金戒指	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:24] 物品:隐身术	怪物:1E143A10沃玛卫士8	地图:H003	X:65	Y:47 
[2024/8/17 17:16:27] 物品:魔法药(小量)	怪物:29F400E0僵尸4	地图:H201	X:96	Y:42 
[2024/8/17 17:16:28] 物品:地狱火	怪物:27FAC240僵尸2	地图:D2000	X:93	Y:105 
[2024/8/17 17:16:39] 物品:集体隐身术	怪物:0580C370恶灵尸王	地图:H201	X:99	Y:42 
[2024/8/17 17:16:39] 物品:大火球	怪物:0580C370恶灵尸王	地图:H201	X:99	Y:42 
[2024/8/17 17:16:42] 物品:强效太阳水	怪物:284FBE50尸王8	地图:H201	X:66	Y:184 
