[2024/8/19 8:0:11] 物品:瞬息移动	怪物:20AB5A50僵尸5	地图:H201	X:100	Y:58 
[2024/8/19 8:24:27] 物品:半月	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:金创药(小量)	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:32] 物品:集体隐身术	怪物:28177860恶灵尸王	地图:H201	X:98	Y:71 
[2024/8/19 8:24:32] 物品:隐身术	怪物:28177860恶灵尸王	地图:H201	X:98	Y:71 
[2024/8/19 8:24:32] 物品:施毒术	怪物:28177860恶灵尸王	地图:H201	X:98	Y:71 
[2024/8/19 8:24:32] 物品:地狱火	怪物:28177860恶灵尸王	地图:H201	X:98	Y:71 
[2024/8/19 8:24:32] 物品:瞬息移动	怪物:28177860恶灵尸王	地图:H201	X:98	Y:71 
[2024/8/19 8:24:35] 物品:强效魔法药	怪物:2AD736B0魔龙战将	地图:66	X:123	Y:242 
[2024/8/19 8:24:35] 物品:强效金创药	怪物:2AD736B0魔龙战将	地图:66	X:123	Y:242 
[2024/8/19 8:24:38] 物品:抗拒火环	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:精神力战法	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:火球术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:治愈术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:基本剑术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:铁剑	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:短剑	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:青铜头盔	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:金创药(小量)	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:38] 物品:魔法药(小量)	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:44] 物品:强效太阳水	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效太阳水	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效太阳水	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效太阳水	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效太阳水	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效金创药	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效金创药	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效魔法药	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:强效魔法药	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:黑色水晶戒指	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:蛇眼戒指	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:道德戒指	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:魅力戒指	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:魔力手镯	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:44] 物品:困魔咒	怪物:29E5A5D0尸王8	地图:H201	X:95	Y:67 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:太阳水	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效金创药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:45] 物品:强效魔法药	怪物:223DCB50虹魔蝎卫8	地图:H204	X:46	Y:15 
[2024/8/19 8:24:46] 物品:大火球	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:雷电术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:抗拒火环	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:精神力战法	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:火球术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:治愈术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:基本剑术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:46] 物品:轻型盔甲(男)	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:太阳水	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效金创药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:强效魔法药	怪物:1C352E20虹魔蝎卫8	地图:H204	X:41	Y:43 
[2024/8/19 8:24:51] 物品:灵魂火符	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:抗拒火环	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:精神力战法	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:火球术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:治愈术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:基本剑术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:魔力手镯	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:51] 物品:短剑	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:24:53] 物品:施毒术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:大火球	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:抗拒火环	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:精神力战法	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:火球术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:治愈术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:基本剑术	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:青铜斧	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:53] 物品:魔法药(小量)	怪物:1E9D6C30僵尸40	地图:H201	X:93	Y:68 
[2024/8/19 8:24:54] 物品:强效太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:太阳水	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:金创药(中量)	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:金创药(中量)	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效金创药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效金创药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效金创药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:魔法药(中量)	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:魔法药(中量)	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效魔法药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效魔法药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:强效魔法药	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:道士手镯	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:54] 物品:神圣战甲术	怪物:1F930240沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 8:24:57] 物品:八荒	怪物:28C47B30祖玛卫士8	地图:H204	X:37	Y:37 
[2024/8/19 8:24:59] 物品:强效太阳水	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效太阳水	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效太阳水	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效太阳水	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效太阳水	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效金创药	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效金创药	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效魔法药	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:强效魔法药	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:道德戒指	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:黑檀手镯	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:魔力手镯	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:24:59] 物品:圣言术	怪物:28CBB800尸王8	地图:H201	X:96	Y:64 
[2024/8/19 8:25:0] 物品:修罗	怪物:289C2750红野猪8	地图:H002	X:276	Y:102 
[2024/8/19 8:25:1] 物品:治愈术	怪物:0D6BA820僵尸10	地图:H201	X:98	Y:62 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:太阳水	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效金创药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:强效魔法药	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:6] 物品:辟邪手镯	怪物:31EA1ED0虹魔蝎卫8	地图:H204	X:35	Y:37 
[2024/8/19 8:25:9] 物品:隐身术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:灵魂火符	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:抗拒火环	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:精神力战法	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:火球术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:治愈术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:9] 物品:基本剑术	怪物:304ECC50僵尸40	地图:H201	X:97	Y:73 
[2024/8/19 8:25:10] 物品:魔法长袍(女)	怪物:185A08D0魔龙血蛙	地图:66	X:126	Y:243 
[2024/8/19 8:25:14] 物品:生铁戒指	怪物:0D851DF0祖玛雕像	地图:H204	X:37	Y:38 
[2024/8/19 8:25:16] 物品:强效太阳水	怪物:1A4338A0沃玛卫士8	地图:H204	X:30	Y:30 
[2024/8/19 8:25:16] 物品:强效太阳水	怪物:1A4338A0沃玛卫士8	地图:H204	X:30	Y:30 
[2024/8/19 8:25:16] 物品:强效太阳水	怪物:1A4338A0沃玛卫士8	地图:H204	X:30	Y:30 
[2024/8/19 8:25:16] 物品:强效太阳水	怪物:1A4338A0沃玛卫士8	地图:H204	X:30	Y:30 
[2024/8/19 8:25:16] 物品:强效太阳水	怪物:1A4338A0沃玛卫士8	地图:H204	X:30	Y:30 
