[2024/8/20 10:0:1] 物品:金创药(中量)	怪物:1BD6CED0祖玛弓箭手	地图:H204	X:44	Y:43 
[2024/8/20 10:3:44] 物品:强效太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:太阳水	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:金创药(中量)	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:金创药(中量)	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效金创药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效金创药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效金创药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:魔法药(中量)	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:魔法药(中量)	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效魔法药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效魔法药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:强效魔法药	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:半月	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:凤凰明珠	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:黑檀手镯	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:44] 物品:诱惑之光	怪物:038A3800沃玛卫士8	地图:H204	X:16	Y:81 
[2024/8/20 10:3:51] 物品:斩马刀	怪物:2DED0D10祖玛卫士8	地图:H204	X:21	Y:68 
[2024/8/20 10:3:51] 物品:强效太阳水	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效太阳水	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效太阳水	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效太阳水	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效太阳水	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效金创药	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效金创药	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效魔法药	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:强效魔法药	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:骷髅戒指	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:黑色水晶戒指	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:51] 物品:黑檀手镯	怪物:1CB22190尸王8	地图:H201	X:41	Y:133 
[2024/8/20 10:3:55] 物品:火球术	怪物:19191310僵尸1	地图:H201	X:42	Y:130 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:太阳水	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:金创药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:金创药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:金创药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:魔法药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:魔法药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:魔法药(中量)	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效金创药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:55] 物品:强效魔法药	怪物:18F3C2E0虹魔猪卫8	地图:H204	X:22	Y:68 
[2024/8/20 10:3:56] 物品:强效太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:太阳水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:金创药(中量)	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:金创药(中量)	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效金创药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效金创药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效金创药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:魔法药(中量)	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:魔法药(中量)	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效魔法药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效魔法药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效魔法药	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:攻击力药水	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:躲避手链	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:铂金戒指	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:海魂	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:幽灵盾	怪物:2A498CE0沃玛卫士	地图:D024	X:15	Y:28 
[2024/8/20 10:3:56] 物品:强效魔法药	怪物:034B7C00祖玛弓箭手8	地图:H204	X:23	Y:68 
[2024/8/20 10:4:1] 物品:太阳水	怪物:24B18BA0祖玛弓箭手8	地图:H204	X:20	Y:67 
[2024/8/20 10:4:4] 物品:刺杀剑术	怪物:1FF02F30恶灵尸王	地图:H201	X:42	Y:131 
[2024/8/20 10:4:4] 物品:火墙	怪物:1FF02F30恶灵尸王	地图:H201	X:42	Y:131 
[2024/8/20 10:4:4] 物品:诱惑之光	怪物:1FF02F30恶灵尸王	地图:H201	X:42	Y:131 
[2024/8/20 10:4:4] 物品:大火球	怪物:1FF02F30恶灵尸王	地图:H201	X:42	Y:131 
[2024/8/20 10:4:6] 物品:魔法药(中量)	怪物:2C9F0A10祖玛雕像8	地图:H204	X:12	Y:55 
[2024/8/20 10:4:11] 物品:集体隐身术	怪物:2B5ADB60僵尸1	地图:H201	X:36	Y:127 
[2024/8/20 10:4:13] 物品:太阳水	怪物:1EE7E8E0僵尸5	地图:H201	X:37	Y:126 
[2024/8/20 10:4:13] 物品:魔法药(小量)	怪物:2845BCE0暗黑战士	地图:D024	X:27	Y:31 
[2024/8/20 10:4:15] 物品:强效太阳水	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效太阳水	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效太阳水	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效太阳水	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效太阳水	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效金创药	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效金创药	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效魔法药	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:强效魔法药	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:骷髅戒指	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:珊瑚戒指	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:珍珠戒指	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:死神手套	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:15] 物品:魔力手镯	怪物:24405600尸王8	地图:H201	X:39	Y:126 
[2024/8/20 10:4:17] 物品:魔法手镯	怪物:18B9FE00祖玛卫士8	地图:H204	X:12	Y:53 
[2024/8/20 10:4:17] 物品:珍珠戒指	怪物:18B9FE00祖玛卫士8	地图:H204	X:12	Y:53 
[2024/8/20 10:4:19] 物品:隐身术	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:抗拒火环	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:精神力战法	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:火球术	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:治愈术	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:基本剑术	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:半月	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:蓝色水晶戒指	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:魔鬼项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:琥珀项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:凤凰明珠	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:灯笼项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:铁剑	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:短剑	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:轻型盔甲(男)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:轻型盔甲(女)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:青铜斧	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:黑檀项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:黄色水晶项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:黑色水晶项链	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:青铜头盔	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:19] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:36	Y:128 
[2024/8/20 10:4:22] 物品:蛇眼戒指	怪物:24414A10祖玛弓箭手8	地图:H204	X:11	Y:47 
[2024/8/20 10:4:22] 物品:金创药(中量)	怪物:18E9F670沃玛勇士	地图:D024	X:32	Y:37 
[2024/8/20 10:4:25] 物品:强效太阳水	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效太阳水	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效太阳水	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效太阳水	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效太阳水	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效金创药	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效金创药	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效魔法药	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:强效魔法药	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:生铁戒指	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:魅力戒指	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:25] 物品:黑檀手镯	怪物:28D00BE0尸王8	地图:H201	X:32	Y:133 
[2024/8/20 10:4:30] 物品:金手镯	怪物:307B05D0祖玛卫士8	地图:H204	X:14	Y:44 
[2024/8/20 10:4:31] 物品:施毒术	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:隐身术	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:抗拒火环	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:精神力战法	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:火球术	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:治愈术	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:基本剑术	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:海魂	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:蓝色水晶戒指	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔鬼项链	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔力手镯	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:铁剑	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:短剑	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:轻型盔甲(男)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:轻型盔甲(女)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:中型盔甲(男)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:青铜斧	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:黑檀项链	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:黄色水晶项链	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:黑色水晶项链	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:青铜头盔	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:金创药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:31] 物品:魔法药(小量)	怪物:24488880僵尸50	地图:H201	X:35	Y:129 
[2024/8/20 10:4:45] 物品:强效太阳水	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效太阳水	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效太阳水	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效太阳水	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效太阳水	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效金创药	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效金创药	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效魔法药	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:强效魔法药	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:道德戒指	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:黑檀手镯	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:群体治疗术	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:45] 物品:冰咆哮	怪物:1C801290尸王8	地图:H201	X:35	Y:121 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:强效太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
[2024/8/20 10:4:53] 物品:太阳水	怪物:29CD4DB0虹魔猪卫8	地图:H204	X:69	Y:78 
